@type,accessLevel,bureauCode,dataQuality,description,identifier,issued,keyword,license,modified,programCode,theme,title,landingPage,accrualPeriodicity,language,temporal,describedBy,references,isPartOf,describedByType,systemOfRecords,rights,conformsTo,contactPoint_fn,contactPoint_hasEmail,publisher_@type,publisher_name,distribution_@type,distribution_downloadURL,distribution_mediaType,distribution_format,distribution_description,distribution_title,distribution_accessURL,distribution_accessURL_format,link_status_20171202,url
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-267,2015-03-31,2015; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; omaha; oryx; performance; quality; sail; veteran; visn 23,https://creativecommons.org/publicdomain/zero/1.0/,2015-03-31,029:040,Hospital Quality Measurement,VISN 23 - Omaha FY2015 Qtr 2 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2015-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 23 Omaha 2015 Qtr 2,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q2/SAIL-23_omaha_fy15q2.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q2/SAIL-23_omaha_fy15q2.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-268,2015-03-31,2015; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; sioux falls; veteran; visn 23,https://creativecommons.org/publicdomain/zero/1.0/,2015-03-31,029:040,Hospital Quality Measurement,VISN 23 - Sioux Falls FY2015 Qtr 2 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2015-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 23 Sioux Falls 2015 Qtr 2,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q2/SAIL-23_siouxfalls_fy15q2.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q2/SAIL-23_siouxfalls_fy15q2.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-269,2015-03-31,2015; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; st cloud; veteran; visn 23,https://creativecommons.org/publicdomain/zero/1.0/,2015-03-31,029:040,Hospital Quality Measurement,VISN 23 - St Cloud FY2015 Qtr 2 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2015-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 23 St Cloud 2015 Qtr 2,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q2/SAIL-23_stcloud_fy15q2.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q2/SAIL-23_stcloud_fy15q2.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-132,2015-03-31,2015; analytics; bath; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 2,https://creativecommons.org/publicdomain/zero/1.0/,2015-03-31,029:040,Hospital Quality Measurement,VISN 2 - Bath FY2015 Qtr 2 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2015-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 2 Bath 2015 Qtr 2,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q2/SAIL-2_bath_fy15q2.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q2/SAIL-2_bath_fy15q2.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-270,2014-12-31,2015; analytics; bedford; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 1,https://creativecommons.org/publicdomain/zero/1.0/,2014-12-31,029:040,Hospital Quality Measurement,VISN 1 - Bedford FY2015 Qtr 1 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2014-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 1 Bedford 2015 Qtr 1,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-1_bedford_fy15q1.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-1_bedford_fy15q1.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-272,2014-12-31,2015; analytics; connecticut; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 1,https://creativecommons.org/publicdomain/zero/1.0/,2014-12-31,029:040,Hospital Quality Measurement,VISN 1 - Connecticut FY2015 Qtr 1 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2014-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 1 Connecticut 2015 Qtr 1,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-1_connecticut_fy15q1.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-1_connecticut_fy15q1.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-273,2014-12-31,2015; analytics; hai; health; healthcare; hedis; hospital; manchester; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 1,https://creativecommons.org/publicdomain/zero/1.0/,2014-12-31,029:040,Hospital Quality Measurement,VISN 1 - Manchester FY2015 Qtr 1 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2014-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 1 Manchester 2015 Qtr 1,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-1_manchester_fy15q1.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-1_manchester_fy15q1.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-274,2014-12-31,2015; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; providence; quality; sail; veteran; visn 1,https://creativecommons.org/publicdomain/zero/1.0/,2014-12-31,029:040,Hospital Quality Measurement,VISN 1 - Providence FY2015 Qtr 1 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2014-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 1 Providence 2015 Qtr 1,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-1_providence_fy15q1.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-1_providence_fy15q1.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-275,2014-12-31,2015; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; togus; veteran; visn 1,https://creativecommons.org/publicdomain/zero/1.0/,2014-12-31,029:040,Hospital Quality Measurement,VISN 1 - Togus FY2015 Qtr 1 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2014-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 1 Togus 2015 Qtr 1,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-1_togus_fy15q1.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-1_togus_fy15q1.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-276,2014-12-31,2015; albany; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 2,https://creativecommons.org/publicdomain/zero/1.0/,2014-12-31,029:040,Hospital Quality Measurement,VISN 2 - Albany FY2015 Qtr 1 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2014-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 2 Albany 2015 Qtr 1,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-2_albany_fy15q1.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-2_albany_fy15q1.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-277,2014-12-31,2015; analytics; bath; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 2,https://creativecommons.org/publicdomain/zero/1.0/,2014-12-31,029:040,Hospital Quality Measurement,VISN 2 - Bath FY2015 Qtr 1 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2014-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 2 Bath 2015 Qtr 1,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-2_bath_fy15q1.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-2_bath_fy15q1.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-278,2014-12-31,2015; analytics; buffalo; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 2,https://creativecommons.org/publicdomain/zero/1.0/,2014-12-31,029:040,Hospital Quality Measurement,VISN 2 - Buffalo FY2015 Qtr 1 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2014-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 2 Buffalo 2015 Qtr 1,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-2_buffalo_fy15q1.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-2_buffalo_fy15q1.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-279,2014-12-31,2015; analytics; canandaigua; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 2,https://creativecommons.org/publicdomain/zero/1.0/,2014-12-31,029:040,Hospital Quality Measurement,VISN 2 - Canandaigua FY2015 Qtr 1 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2014-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 2 Canandaigua 2015 Qtr 1,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-2_canadaigua_fy15q1.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-2_canadaigua_fy15q1.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-280,2014-12-31,2015; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; syracuse; veteran; visn 2,https://creativecommons.org/publicdomain/zero/1.0/,2014-12-31,029:040,Hospital Quality Measurement,VISN 2 - Syracuse FY2015 Qtr 1 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2014-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 2 Syracuse 2015 Qtr 1,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-2_syracuse_fy15q1.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-2_syracuse_fy15q1.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-281,2014-12-31,2015; analytics; bronx; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 3,https://creativecommons.org/publicdomain/zero/1.0/,2014-12-31,029:040,Hospital Quality Measurement,VISN 3 - Bronx FY2015 Qtr 1 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2014-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 3 Bronx 2015 Qtr 1,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-3_bronx_fy15q1.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-3_bronx_fy15q1.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-282,2014-12-31,2015; analytics; brooklyn; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 3,https://creativecommons.org/publicdomain/zero/1.0/,2014-12-31,029:040,Hospital Quality Measurement,VISN 3 - Brooklyn FY2015 Qtr 1 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2014-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 3 Brooklyn 2015 Qtr 1,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-3_brooklyn_fy15q1.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-3_brooklyn_fy15q1.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-283,2014-12-31,2015; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; northport; oryx; performance; quality; sail; veteran; visn 3,https://creativecommons.org/publicdomain/zero/1.0/,2014-12-31,029:040,Hospital Quality Measurement,VISN 3 - Northport FY2015 Qtr 1 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2014-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 3 Northport 2015 Qtr 1,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-3_northport_fy15q1.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-3_northport_fy15q1.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-284,2014-12-31,2015; altoona; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 4,https://creativecommons.org/publicdomain/zero/1.0/,2014-12-31,029:040,Hospital Quality Measurement,VISN 4 - Altoona FY2015 Qtr 1 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2012-09-30T00:00:00Z/2014-09-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 4 Altoona 2015 Qtr 1,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-4_altoona_fy15q1.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY15_Q1/SAIL-4_altoona_fy15q1.xls
